0.999796,0.982497
1.998366,0.930008
2.994487,0.842598
3.986938,0.720374
4.974503,0.563487
5.955971,0.372127
6.930139,0.146530
7.895814,-0.113027
8.851812,-0.406228
9.796961,-0.732711
10.738022,-1.070933
11.691892,-1.370447
12.664699,-1.601142
13.651487,-1.761843
14.647226,-1.851729
15.646840,-1.870344
16.645235,-1.817593
17.637322,-1.693743
18.618045,-1.499427
19.582404,-1.235635
20.525485,-0.903712
21.442481,-0.505348
22.328718,-0.042575
23.179679,0.482249
23.991028,1.066449
24.758627,1.707047
25.504148,2.373528
26.262277,3.025554
27.042765,3.650644
27.844654,4.248031
28.666963,4.816983
29.508683,5.356803
30.368782,5.866829
31.246207,6.346437
32.139882,6.795037
33.048712,7.212082
33.971583,7.597059
34.907364,7.949496
35.854908,8.268962
36.813053,8.555066
37.780626,8.807456
38.756440,9.025823
39.739300,9.209899
40.728001,9.359460
41.721331,9.474321
42.718073,9.554342
43.717005,9.599425
44.716903,9.609514
45.716542,9.584597
46.714696,9.524705
47.710141,9.429912
48.701659,9.300332
49.688033,9.136126
50.668055,8.937494
51.640524,8.704679
52.604247,8.437968
53.558044,8.137687
54.500746,7.804204
55.431198,7.437928
56.348258,7.039307
57.250803,6.608831
58.137727,6.147026
59.007943,5.654459
59.860384,5.131734
60.694006,4.579490
61.507787,3.998406
62.300729,3.389193
63.071860,2.752598
63.820237,2.089400
64.544940,1.400414
65.245083,0.686482
65.919807,-0.051519
66.568285,-0.812685
67.189723,-1.596084
67.783358,-2.400755
68.348463,-3.225712
68.884345,-4.069943
69.390349,-4.932416
69.865853,-5.812071
70.310275,-6.707832
70.723070,-7.618600
71.103732,-8.543258
71.451795,-9.480675
71.766833,-10.429701
72.048458,-11.389172
72.296326,-12.357913
72.510133,-13.334737
72.689617,-14.318446
72.834558,-15.307834
72.944778,-16.301690
73.020143,-17.298795
73.060559,-18.297927
73.090006,-19.297486
73.161612,-20.294706
73.304183,-21.284276
73.516994,-22.261152
73.798959,-23.220355
74.148642,-24.156997
74.564260,-25.066302
75.043695,-25.943638
75.584503,-26.784531
76.183927,-27.584697
76.838914,-28.340057
77.546123,-29.046760
78.301951,-29.701205
79.102546,-30.300057
79.943827,-30.840263
80.821505,-31.319069
81.731108,-31.734036
82.668000,-32.083048
83.627405,-32.364326
84.604433,-32.576438
85.594104,-32.718301
86.591375,-32.789192
87.591163,-32.788751
88.588371,-32.716979
89.577917,-32.574243
90.554758,-32.361270
91.513914,-32.079145
92.450497,-31.729306
93.359734,-31.313537
94.236989,-30.833956
95.077793,-30.293008
95.877859,-29.693450
96.633109,-29.038338
97.339695,-28.331011
97.994014,-27.575074
98.592733,-26.774380
99.132798,-25.933009
99.611459,-25.055251
100.026274,-24.145579
100.375130,-23.208629
100.656249,-22.249177
100.868197,-21.272114
101.009896,-20.282419
101.080621,-19.285136
101.080014,-18.285349
101.008076,-17.288152
100.865175,-16.298630
100.652039,-15.321825
100.369754,-14.362716
100.019760,-13.426191
99.603839,-12.517023
99.124112,-11.639848
98.583025,-10.799134
97.983333,-9.999168
97.328096,-9.244027
96.620651,-8.537559
95.864605,-7.883365
95.063811,-7.284780
94.222350,-6.744855
93.344512,-6.266340
92.434771,-5.851676
91.497763,-5.502976
90.538265,-5.222017
89.561166,-5.010231
88.571448,-4.868698
87.574153,-4.798139
86.574366,-4.798913
85.577182,-4.871016
84.587683,-5.014082
83.610913,-5.227380
82.651851,-5.509825
81.715384,-5.859975
80.806286,-6.276047
79.929191,-6.755920
79.088567,-7.297148
78.288701,-7.896972
77.533669,-8.552336
76.827318,-9.259898
76.173251,-10.016053
75.574799,-10.816947
75.035013,-11.658497
74.556645,-12.536415
74.142133,-13.446225
73.793589,-14.383291
73.512790,-15.342836
73.301166,-16.319970
73.159798,-17.309712
73.089404,-18.307018
73.090345,-19.306806
73.162614,-20.303978
73.305845,-21.293452
73.519306,-22.270186
73.801910,-23.229202
74.152216,-24.165610
74.568440,-25.074639
75.048459,-25.951655
75.589826,-26.792188
76.189784,-27.591954
76.845273,-28.346878
77.552953,-29.053110
78.309217,-29.707052
79.110210,-30.305370
79.951850,-30.845016
80.829847,-31.323237
81.739727,-31.737598
82.676850,-32.085986
83.636442,-32.366626
84.613611,-32.578087
